Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Stress Intensity (MPa)
5933	5350.	1000.	0.	3.7111e-004
5934	5300.	1150.	0.	3.5361e-004
5935	5250.	1100.	0.	3.7151e-004
5936	5300.	1250.	0.	3.3742e-004
5937	5250.	1200.	0.	3.5377e-004
5938	5350.	1200.	0.	3.3535e-004
5939	5250.	1300.	0.	3.385e-004
5940	5300.	1350.	0.	3.2335e-004
5941	5300.	1550.	0.	2.9967e-004
5942	5250.	1500.	0.	3.134e-004
5943	5300.	1450.	0.	3.1093e-004
5944	5300.	1650.	0.	2.8915e-004
5945	5250.	1600.	0.	3.0259e-004
5946	5250.	1700.	0.	2.9235e-004
5947	5300.	1750.	0.	2.7896e-004
5948	5250.	1900.	0.	2.7223e-004
5949	5300.	1950.	0.	2.5841e-004
5950	5300.	1850.	0.	2.6881e-004
5951	5300.	2150.	0.	2.3617e-004
5952	5250.	2100.	0.	2.5083e-004
5953	5300.	2050.	0.	2.4758e-004
5954	5300.	2250.	0.	2.2405e-004
5955	5250.	2200.	0.	2.392e-004
5956	5300.	2350.	0.	2.1117e-004
5957	5250.	2300.	0.	2.2681e-004
5958	5300.	2450.	0.	1.9751e-004
5959	5250.	2400.	0.	2.136e-004
5960	5250.	2500.	0.	1.9956e-004
5961	5300.	2550.	0.	1.8307e-004
5962	5300.	2750.	0.	1.5214e-004
5963	5250.	2700.	0.	1.6912e-004
5964	5300.	2650.	0.	1.6792e-004
5965	5300.	2850.	0.	1.359e-004
5966	5250.	2800.	0.	1.5292e-004
5967	5250.	2900.	0.	1.3627e-004
5968	5300.	2950.	0.	1.1938e-004
5969	5250.	3100.	0.	1.0255e-004
5970	5300.	3150.	0.	8.6529e-005
5971	5300.	3050.	0.	1.0283e-004
5972	5250.	3300.	0.	7.0192e-005
5973	5300.	3250.	0.	7.0803e-005
5974	5300.	3350.	0.	5.597e-005
5975	5300.	3550.	0.	3.0982e-005
5976	5250.	3500.	0.	4.156e-005
5977	5300.	3450.	0.	4.2314e-005
5978	5300.	3650.	0.	2.056e-005
5979	5250.	3600.	0.	2.9682e-005
5980	5550.	3700.	0.	4.6445e-006
5981	5500.	3750.	0.	3.3103e-006
5982	5450.	3700.	0.	7.7511e-006
5983	5650.	3700.	0.	4.8866e-006
5984	5600.	3750.	0.	4.7422e-006
5985	5700.	3350.	0.	1.5337e-005
5986	5700.	3450.	0.	9.185e-006
5987	5750.	3400.	0.	8.2721e-006
5988	5650.	3400.	0.	1.5977e-005
5989	5750.	3300.	0.	1.4531e-005
5990	5700.	3250.	0.	2.369e-005
5991	5700.	3050.	0.	4.4981e-005
5992	5750.	3100.	0.	3.2637e-005
5993	5700.	3150.	0.	3.3922e-005
5994	5700.	2950.	0.	5.6701e-005
5995	5750.	3000.	0.	4.2988e-005
5996	5700.	2850.	0.	6.895e-005
5997	5750.	2900.	0.	5.4063e-005
5998	5650.	2900.	0.	7.0776e-005
5999	5700.	2750.	0.	8.1621e-005
6000	5750.	2800.	0.	6.5784e-005
6001	5650.	2800.	0.	8.3894e-005
6002	5750.	2700.	0.	7.8083e-005
6003	5700.	2650.	0.	9.4627e-005
6004	5700.	2450.	0.	1.2135e-004
6005	5750.	2500.	0.	1.0417e-004
6006	5700.	2550.	0.	1.0789e-004
6007	5700.	2350.	0.	1.3494e-004
6008	5750.	2400.	0.	1.1782e-004
6009	5750.	2300.	0.	1.3178e-004
6010	5650.	2300.	0.	1.5126e-004
6011	5700.	2250.	0.	1.486e-004
6012	5750.	2100.	0.	1.6029e-004
6013	5700.	2050.	0.	1.7584e-004
6014	5700.	2150.	0.	1.6226e-004
6015	5700.	1850.	0.	2.0251e-004
6016	5750.	1900.	0.	1.889e-004
6017	5700.	1950.	0.	1.8929e-004
6018	5700.	1750.	0.	2.1543e-004
6019	5750.	1800.	0.	2.0294e-004
6020	5700.	1650.	0.	2.2799e-004
6021	5750.	1700.	0.	2.1663e-004
6022	5650.	1700.	0.	2.281e-004
6023	5700.	1550.	0.	2.4011e-004
6024	5750.	1600.	0.	2.2985e-004
6025	5650.	1600.	0.	2.3993e-004
6026	5750.	1500.	0.	2.4245e-004
6027	5700.	1450.	0.	2.5176e-004
6028	5700.	1250.	0.	2.736e-004
6029	5750.	1300.	0.	2.6534e-004
6030	5700.	1350.	0.	2.6292e-004
6031	5700.	1150.	0.	2.8383e-004
6032	5750.	1200.	0.	2.7542e-004
6033	5700.	1050.	0.	2.9361e-004
6034	5750.	1100.	0.	2.8447e-004
6035	5700.	950.	0.	3.0285e-004
6036	5750.	1000.	0.	2.9239e-004
6037	5700.	850.	0.	3.1124e-004
6038	5750.	900.	0.	2.9898e-004
6039	5700.	750.	0.	3.1809e-004
6040	5750.	800.	0.	3.0387e-004
6041	5650.	800.	0.	3.29e-004
6042	5750.	700.	0.	3.0634e-004
6043	5700.	650.	0.	3.2212e-004
6044	5700.	250.	0.	2.8342e-004
6045	5750.	300.	0.	2.6638e-004
6046	5650.	300.	0.	3.124e-004
6047	5250.	300.	0.	5.737e-004
6048	5300.	250.	0.	5.1521e-004
6049	5300.	350.	0.	5.2646e-004
6050	5300.	3750.	0.	1.038e-005
6051	5250.	3700.	0.	1.8541e-005
6052	5350.	3700.	0.	1.2733e-005
6053	5750.	3700.	0.	6.9241e-006
6054	5700.	3750.	0.	6.986e-006
6055	5700.	3650.	0.	4.5222e-006
6056	5550.	200.	0.	3.5099e-004
6057	5650.	200.	0.	3.0124e-004
6058	5600.	150.	0.	3.1799e-004
6059	5600.	250.	0.	3.3019e-004
6060	5500.	150.	0.	3.685e-004
6061	5450.	200.	0.	4.0826e-004
6062	5750.	200.	0.	2.5352e-004
6063	5700.	150.	0.	2.7145e-004
6064	5200.	250.	0.	6.1406e-004
6065	5150.	300.	0.	6.6383e-004
6066	5200.	350.	0.	6.1205e-004
6067	5250.	200.	0.	5.7526e-004
6068	5300.	150.	0.	5.1369e-004
6069	5350.	200.	0.	4.817e-004
6070	5200.	550.	0.	5.43e-004
6071	5150.	500.	0.	5.7568e-004
6072	5250.	500.	0.	5.3678e-004
6073	5200.	450.	0.	5.8065e-004
6074	5200.	650.	0.	5.0604e-004
6075	5150.	600.	0.	5.339e-004
6076	5250.	600.	0.	5.0509e-004
6077	5200.	750.	0.	4.7195e-004
6078	5150.	700.	0.	4.9648e-004
6079	5200.	850.	0.	4.4148e-004
6080	5150.	800.	0.	4.6349e-004
6081	5200.	950.	0.	4.148e-004
6082	5150.	900.	0.	4.3475e-004
6083	5200.	1050.	0.	3.9174e-004
6084	5150.	1000.	0.	4.0993e-004
6085	5150.	1100.	0.	3.8866e-004
6086	5200.	1150.	0.	3.7198e-004
6087	5200.	1350.	0.	3.4052e-004
6088	5150.	1300.	0.	3.5493e-004
6089	5200.	1250.	0.	3.5507e-004
6090	5200.	1450.	0.	3.278e-004
6091	5150.	1400.	0.	3.4146e-004
6092	5250.	1400.	0.	3.2521e-004
6093	5200.	1550.	0.	3.1641e-004
6094	5150.	1500.	0.	3.2957e-004
6095	5200.	1650.	0.	3.0587e-004
6096	5150.	1600.	0.	3.1878e-004
6097	5150.	1700.	0.	3.0866e-004
6098	5200.	1750.	0.	2.958e-004
6099	5200.	1950.	0.	2.7566e-004
6100	5150.	1900.	0.	2.8896e-004
6101	5200.	1850.	0.	2.8582e-004
6102	5200.	2050.	0.	2.6508e-004
6103	5150.	2000.	0.	2.788e-004
6104	5250.	2000.	0.	2.6179e-004
6105	5200.	2150.	0.	2.5391e-004
6106	5150.	2100.	0.	2.6813e-004
6107	5200.	2250.	0.	2.42e-004
6108	5150.	2200.	0.	2.5678e-004
6109	5150.	2300.	0.	2.4463e-004
6110	5200.	2350.	0.	2.2927e-004
6111	5200.	2550.	0.	2.0121e-004
6112	5150.	2500.	0.	2.1768e-004
6113	5200.	2450.	0.	2.1568e-004
6114	5200.	2650.	0.	1.8593e-004
6115	5150.	2600.	0.	2.0285e-004
6116	5250.	2600.	0.	1.8471e-004
6117	5200.	2750.	0.	1.6991e-004
6118	5150.	2700.	0.	1.8719e-004
6119	5200.	2850.	0.	1.5329e-004
6120	5150.	2800.	0.	1.7079e-004
6121	5150.	2900.	0.	1.5381e-004
6122	5200.	2950.	0.	1.3627e-004
6123	5200.	3150.	0.	1.0202e-004
6124	5150.	3100.	0.	1.19e-004
6125	5200.	3050.	0.	1.1909e-004
6126	5200.	3250.	0.	8.5358e-005
6127	5150.	3200.	0.	1.0169e-004
6128	5250.	3200.	0.	8.6046e-005
6129	5150.	3300.	0.	8.4837e-005
6130	5200.	3350.	0.	6.9409e-005
6131	5150.	3500.	0.	5.3459e-005
6132	5200.	3450.	0.	5.4416e-005
6133	5200.	3550.	0.	4.0517e-005
6134	5350.	3800.	0.	3.6029e-006
6135	5250.	3800.	0.	7.4529e-006
6136	5300.	3850.	0.	3.2052e-006
6137	5200.	3750.	0.	1.5661e-005
6138	5150.	3700.	0.	2.5671e-005
6139	5200.	3650.	0.	2.7672e-005
6140	5450.	3800.	0.	2.1467e-006
6141	5400.	3850.	0.	3.8558e-006
6142	5400.	3750.	0.	5.923e-006
6143	5500.	3850.	0.	5.5265e-006
6144	5550.	3800.	0.	4.8953e-006
6145	5800.	3750.	0.	7.5908e-006
6146	5850.	3700.	0.	7.2789e-006
6147	5800.	3650.	0.	6.5446e-006
6148	5750.	3800.	0.	7.704e-006
6149	5700.	3850.	0.	7.4189e-006
6150	5650.	3800.	0.	7.0079e-006
6151	5850.	3500.	0.	4.7348e-006
6152	5800.	3550.	0.	3.8518e-006
6153	5750.	3500.	0.	3.931e-006
6154	5800.	3450.	0.	2.9695e-006
6155	5800.	3250.	0.	1.3894e-005
6156	5850.	3300.	0.	6.9986e-006
6157	5800.	3350.	0.	7.1036e-006
6158	5800.	3150.	0.	2.1788e-005
6159	5850.	3200.	0.	1.2236e-005
6160	5750.	3200.	0.	2.3107e-005
6161	5800.	3050.	0.	3.0655e-005
6162	5850.	3100.	0.	1.8924e-005
6163	5800.	2950.	0.	4.0431e-005
6164	5850.	3000.	0.	2.687e-005
6165	5850.	2900.	0.	3.6024e-005
6166	5800.	2850.	0.	5.107e-005
6167	5800.	2650.	0.	7.4761e-005
6168	5850.	2700.	0.	5.7801e-005
6169	5800.	2750.	0.	6.253e-005
6170	5800.	2550.	0.	8.7704e-005
6171	5850.	2600.	0.	7.031e-005
6172	5750.	2600.	0.	9.0898e-005
6173	5850.	2500.	0.	8.3786e-005
6174	5800.	2450.	0.	1.0129e-004
6175	5800.	2250.	0.	1.3001e-004
6176	5850.	2300.	0.	1.1318e-004
6177	5800.	2350.	0.	1.1542e-004
6178	5800.	2150.	0.	1.4492e-004
6179	5850.	2200.	0.	1.2883e-004
6180	5750.	2200.	0.	1.4597e-004
6181	5800.	2050.	0.	1.6003e-004
6182	5850.	2100.	0.	1.449e-004
6183	5800.	1950.	0.	1.752e-004
6184	5850.	2000.	0.	1.6121e-004
6185	5750.	2000.	0.	1.7464e-004
6186	5800.	1850.	0.	1.9024e-004
6187	5850.	1900.	0.	1.7757e-004
6188	5800.	1750.	0.	2.05e-004
6189	5850.	1800.	0.	1.9376e-004
6190	5850.	1700.	0.	2.0954e-004
6191	5800.	1650.	0.	2.1926e-004
6192	5800.	1450.	0.	2.4552e-004
6193	5850.	1500.	0.	2.3884e-004
6194	5800.	1550.	0.	2.3284e-004
6195	5800.	1350.	0.	2.5709e-004
6196	5850.	1400.	0.	2.5177e-004
6197	5750.	1400.	0.	2.5432e-004
6198	5850.	1300.	0.	2.6312e-004
6199	5800.	1250.	0.	2.6735e-004
6200	5800.	1050.	0.	2.8312e-004
6201	5850.	1100.	0.	2.7976e-004
6202	5800.	1150.	0.	2.7609e-004
6203	5800.	950.	0.	2.8827e-004
6204	5850.	1000.	0.	2.8437e-004
6205	5850.	900.	0.	2.8607e-004
6206	5800.	850.	0.	2.9126e-004
6207	5850.	700.	0.	2.7953e-004
6208	5800.	650.	0.	2.8908e-004
6209	5800.	750.	0.	2.9173e-004
6210	5800.	450.	0.	2.708e-004
6211	5850.	500.	0.	2.5764e-004
6212	5800.	550.	0.	2.8242e-004
6213	5750.	500.	0.	2.9888e-004
6214	5800.	350.	0.	2.5374e-004
6215	5850.	400.	0.	2.4038e-004
6216	5800.	250.	0.	2.3644e-004
6217	5850.	300.	0.	2.1961e-004
6218	5800.	150.	0.	2.2364e-004
6219	5850.	200.	0.	2.0266e-004
6220	5200.	150.	0.	6.2326e-004
6221	5150.	200.	0.	7.0834e-004
6222	5150.	3800.	0.	1.2741e-005
6223	5200.	3850.	0.	5.32e-006
6224	5800.	3850.	0.	6.7693e-006
6225	5850.	3800.	0.	6.771e-006
6226	5750.	100.	0.	2.4196e-004
6227	5850.	100.	0.	1.9041e-004
6228	5650.	100.	0.	2.8865e-004
6229	5550.	100.	0.	3.359e-004
6230	5450.	100.	0.	3.8976e-004
6231	5350.	100.	0.	4.6131e-004
6232	5400.	150.	0.	4.2933e-004
6233	5250.	100.	0.	5.6339e-004
6234	5150.	100.	0.	8.0585e-004
6235	5100.	150.	0.	8.5706e-004
6236	5100.	250.	0.	7.6484e-004
6237	5100.	350.	0.	6.81e-004
6238	5100.	450.	0.	6.2174e-004
6239	5150.	400.	0.	6.2162e-004
6240	5100.	550.	0.	5.7016e-004
6241	5100.	650.	0.	5.2682e-004
6242	5100.	750.	0.	4.8977e-004
6243	5100.	850.	0.	4.5798e-004
6244	5100.	950.	0.	4.3073e-004
6245	5100.	1050.	0.	4.0744e-004
6246	5100.	1150.	0.	3.8758e-004
6247	5100.	1250.	0.	3.7062e-004
6248	5150.	1200.	0.	3.705e-004
6249	5100.	1350.	0.	3.5605e-004
6250	5100.	1450.	0.	3.4335e-004
6251	5100.	1550.	0.	3.3203e-004
6252	5100.	1650.	0.	3.2162e-004
6253	5100.	1750.	0.	3.1173e-004
6254	5100.	1950.	0.	2.9212e-004
6255	5100.	1850.	0.	3.0199e-004
6256	5100.	2050.	0.	2.8185e-004
6257	5100.	2150.	0.	2.71e-004
6258	5100.	2250.	0.	2.594e-004
6259	5100.	2350.	0.	2.4695e-004
6260	5100.	2450.	0.	2.3359e-004
6261	5150.	2400.	0.	2.3161e-004
6262	5100.	2550.	0.	2.1929e-004
6263	5100.	2650.	0.	2.0408e-004
6264	5100.	2750.	0.	1.8802e-004
6265	5100.	2850.	0.	1.7125e-004
6266	5100.	2950.	0.	1.5393e-004
6267	5100.	3150.	0.	1.1856e-004
6268	5100.	3050.	0.	1.3629e-004
6269	5100.	3250.	0.	1.0104e-004
6270	5100.	3350.	0.	8.3982e-005
6271	5100.	3450.	0.	6.7595e-005
6272	5150.	3400.	0.	6.8698e-005
6273	5100.	3550.	0.	5.1988e-005
6274	5100.	3650.	0.	3.711e-005
6275	5150.	3600.	0.	3.9166e-005
6276	5100.	3750.	0.	2.276e-005
6277	5100.	3850.	0.	9.1615e-006
6278	5150.	3900.	0.	4.9774e-006
6279	5250.	3900.	0.	5.9468e-006
6280	5350.	3900.	0.	7.0085e-006
6281	5450.	3900.	0.	7.6891e-006
6282	5550.	3900.	0.	7.9059e-006
6283	5650.	3900.	0.	7.628e-006
6284	5600.	3850.	0.	6.8747e-006
6285	5750.	3900.	0.	6.6921e-006
6286	5850.	3900.	0.	4.7143e-006
6287	5900.	3850.	0.	4.7058e-006
6288	5900.	3750.	0.	6.6063e-006
6289	5900.	3650.	0.	7.3044e-006
6290	5900.	3550.	0.	7.1483e-006
6291	5850.	3600.	0.	6.4026e-006
6292	5900.	3450.	0.	6.4028e-006
6293	5900.	3350.	0.	5.5844e-006
6294	5850.	3400.	0.	4.1071e-006
6295	5900.	3250.	0.	6.1388e-006
6296	5900.	3150.	0.	9.4016e-006
6297	5900.	3050.	0.	1.5013e-005
6298	5900.	2950.	0.	2.2477e-005
6299	5900.	2850.	0.	3.1578e-005
6300	5900.	2750.	0.	4.2191e-005
6301	5850.	2800.	0.	4.635e-005
6302	5900.	2650.	0.	5.4204e-005
6303	5900.	2550.	0.	6.7493e-005
6304	5900.	2450.	0.	8.1918e-005
6305	5900.	2350.	0.	9.7324e-005
6306	5850.	2400.	0.	9.812e-005
6307	5900.	2250.	0.	1.1354e-004
6308	5900.	2150.	0.	1.3038e-004
6309	5900.	2050.	0.	1.4763e-004
6310	5900.	1950.	0.	1.6508e-004
6311	5900.	1850.	0.	1.8248e-004
6312	5900.	1750.	0.	1.9956e-004
6313	5900.	1650.	0.	2.1604e-004
6314	5900.	1550.	0.	2.3156e-004
6315	5850.	1600.	0.	2.2466e-004
6316	5900.	1450.	0.	2.4577e-004
6317	5900.	1350.	0.	2.5827e-004
6318	5900.	1250.	0.	2.686e-004
6319	5900.	1150.	0.	2.7631e-004
6320	5850.	1200.	0.	2.7257e-004
6321	5900.	1050.	0.	2.8093e-004
6322	5900.	950.	0.	2.8201e-004
6323	5900.	850.	0.	2.7919e-004
6324	5900.	750.	0.	2.7224e-004
6325	5850.	800.	0.	2.8456e-004
6326	5900.	650.	0.	2.6113e-004
6327	5900.	550.	0.	2.4604e-004
6328	5850.	600.	0.	2.7066e-004
6329	5900.	450.	0.	2.2752e-004
6330	5900.	350.	0.	2.0661e-004
6331	5900.	250.	0.	1.8521e-004
6332	5900.	150.	0.	1.6923e-004
6333	5150.	1800.	0.	2.9883e-004
6334	5250.	1800.	0.	2.8233e-004
6335	5150.	3000.	0.	1.3647e-004
6336	5250.	3000.	0.	1.1939e-004
6337	5300.	450.	0.	5.2195e-004
6338	5250.	400.	0.	5.6355e-004
6339	5750.	600.	0.	3.0521e-004
6340	5700.	550.	0.	3.214e-004
6341	5300.	550.	0.	5.0094e-004
6342	5350.	600.	0.	4.6669e-004
6343	5750.	3600.	0.	4.2244e-006
6344	5700.	3550.	0.	4.4039e-006
6345	5600.	1650.	0.	2.4055e-004
6346	5550.	1600.	0.	2.5341e-004
6347	5600.	2250.	0.	1.6776e-004
6348	5650.	2200.	0.	1.6461e-004
6349	5550.	2200.	0.	1.8361e-004
6350	5600.	2850.	0.	8.5867e-005
6351	5550.	2800.	0.	1.0125e-004
6352	5550.	3400.	0.	2.4155e-005
6353	5250.	3400.	0.	5.5288e-005
6354	5350.	3200.	0.	7.1515e-005
6355	5650.	3200.	0.	3.4167e-005
6356	5350.	2000.	0.	2.4415e-004
6357	5650.	2000.	0.	1.9077e-004
6358	5450.	2000.	0.	2.2617e-004
6359	5550.	2000.	0.	2.0821e-004
6360	5550.	3200.	0.	4.5704e-005
6361	5450.	3200.	0.	5.809e-005
6362	5550.	800.	0.	3.5744e-004
6363	4250.	2000.	0.	3.6047e-004
6364	4300.	2050.	0.	3.606e-004
6365	4300.	1950.	0.	3.6125e-004
6366	4350.	2000.	0.	3.6029e-004
6367	4200.	1950.	0.	3.592e-004
6368	4200.	2050.	0.	3.605e-004
6369	4150.	2000.	0.	3.5808e-004
6370	4250.	2100.	0.	3.6064e-004
6371	4300.	2150.	0.	3.5956e-004
6372	4350.	2100.	0.	3.5852e-004
6373	4250.	1900.	0.	3.5999e-004
6374	4300.	1850.	0.	3.6159e-004
6375	4350.	1900.	0.	3.617e-004
6376	4200.	1850.	0.	3.5763e-004
6377	4150.	1900.	0.	3.5568e-004
6378	4200.	2150.	0.	3.615e-004
6379	4150.	2100.	0.	3.6025e-004
6380	4250.	2200.	0.	3.6042e-004
6381	4300.	2250.	0.	3.5802e-004
6382	4350.	2200.	0.	3.5628e-004
6383	4250.	1800.	0.	3.5924e-004
6384	4300.	1750.	0.	3.6165e-004
6385	4350.	1800.	0.	3.6281e-004
6386	4200.	1750.	0.	3.5583e-004
6387	4150.	1800.	0.	3.5307e-004
6388	4200.	2250.	0.	3.6211e-004
6389	4150.	2200.	0.	3.6215e-004
6390	4250.	2300.	0.	3.5972e-004
6391	4300.	2350.	0.	3.5588e-004
6392	4350.	2300.	0.	3.5345e-004
6393	4250.	1700.	0.	3.5825e-004
6394	4300.	1650.	0.	3.6146e-004
6395	4350.	1700.	0.	3.6368e-004
6396	4200.	1650.	0.	3.5376e-004
6397	4150.	1700.	0.	3.5025e-004
6398	4200.	2350.	0.	3.6222e-004
6399	4150.	2300.	0.	3.6368e-004
6400	4250.	2400.	0.	3.584e-004
6401	4300.	2450.	0.	3.5297e-004
6402	4350.	2400.	0.	3.499e-004
6403	4250.	1600.	0.	3.5698e-004
6404	4300.	1550.	0.	3.6098e-004
6405	4350.	1600.	0.	3.6432e-004
6406	4200.	1550.	0.	3.5136e-004
6407	4150.	1600.	0.	3.4716e-004
6408	4200.	2450.	0.	3.6171e-004
6409	4150.	2400.	0.	3.6474e-004
6410	4250.	2500.	0.	3.5632e-004
6411	4300.	2550.	0.	3.4914e-004
6412	4350.	2500.	0.	3.4546e-004
6413	4250.	1500.	0.	3.5536e-004
6414	4300.	1450.	0.	3.601e-004
6415	4350.	1500.	0.	3.6469e-004
6416	4200.	1450.	0.	3.485e-004
6417	4150.	1500.	0.	3.4369e-004
6418	4200.	2550.	0.	3.604e-004
6419	4150.	2500.	0.	3.652e-004
6420	4250.	2600.	0.	3.5329e-004
6421	4300.	2650.	0.	3.4418e-004
6422	4350.	2600.	0.	3.3997e-004
6423	4250.	1400.	0.	3.5325e-004
6424	4300.	1350.	0.	3.5867e-004
6425	4350.	1400.	0.	3.6469e-004
6426	4200.	1350.	0.	3.45e-004
6427	4150.	1400.	0.	3.3969e-004
6428	4200.	2650.	0.	3.581e-004
6429	4150.	2600.	0.	3.6486e-004
6430	4250.	2700.	0.	3.491e-004
6431	4300.	2750.	0.	3.3787e-004
6432	4350.	2700.	0.	3.3322e-004
6433	4250.	1300.	0.	3.5043e-004
6434	4350.	1300.	0.	3.6414e-004
6435	4300.	1250.	0.	3.5643e-004
6436	4200.	1250.	0.	3.4059e-004
6437	4150.	1300.	0.	3.3495e-004
6438	4200.	2750.	0.	3.5456e-004
6439	4150.	2700.	0.	3.6353e-004
6440	4250.	2800.	0.	3.4349e-004
6441	4300.	2850.	0.	3.2995e-004
6442	4350.	2800.	0.	3.25e-004
6443	4200.	1150.	0.	3.3492e-004
6444	4150.	1200.	0.	3.2917e-004
6445	4250.	1200.	0.	3.4659e-004
6446	4200.	2850.	0.	3.4948e-004
6447	4150.	2800.	0.	3.6092e-004
6448	4250.	2900.	0.	3.3616e-004
6449	4300.	2950.	0.	3.201e-004
6450	4350.	2900.	0.	3.1504e-004
6451	4250.	1100.	0.	3.4132e-004
6452	4300.	1050.	0.	3.4784e-004
6453	4350.	1100.	0.	3.6004e-004
6454	4300.	1150.	0.	3.5299e-004
6455	4200.	1050.	0.	3.2756e-004
6456	4150.	1100.	0.	3.2201e-004
6457	4200.	2950.	0.	3.4249e-004
6458	4150.	2900.	0.	3.567e-004
6459	4250.	3000.	0.	3.2674e-004
6460	4300.	3050.	0.	3.0796e-004
6461	4350.	3000.	0.	3.0305e-004
6462	4250.	1000.	0.	3.3408e-004
6463	4300.	950.	0.	3.4033e-004
6464	4350.	1000.	0.	3.5545e-004
6465	4200.	950.	0.	3.1801e-004
6466	4150.	1000.	0.	3.1306e-004
6467	4200.	3050.	0.	3.3315e-004
6468	4150.	3000.	0.	3.5044e-004
6469	4250.	3100.	0.	3.1478e-004
6470	4300.	3150.	0.	2.931e-004
6471	4350.	3100.	0.	2.887e-004
6472	4250.	900.	0.	3.2426e-004
6473	4300.	850.	0.	3.2968e-004
6474	4350.	900.	0.	3.4818e-004
6475	4200.	850.	0.	3.0582e-004
6476	4150.	900.	0.	3.0196e-004
6477	4200.	3150.	0.	3.209e-004
6478	4150.	3100.	0.	3.4161e-004
6479	4250.	3200.	0.	2.9976e-004
6480	4300.	3250.	0.	2.7505e-004
6481	4350.	3200.	0.	2.716e-004
6482	4250.	800.	0.	3.1123e-004
6483	4300.	750.	0.	3.1509e-004
6484	4350.	800.	0.	3.3722e-004
6485	4200.	750.	0.	2.9071e-004
6486	4150.	800.	0.	2.8848e-004
6487	4200.	3250.	0.	3.0506e-004
6488	4150.	3200.	0.	3.2954e-004
6489	4250.	3300.	0.	2.8105e-004
6490	4350.	3300.	0.	2.5135e-004
6491	4300.	3350.	0.	2.533e-004
6492	4250.	700.	0.	2.9455e-004
6493	4300.	650.	0.	2.9604e-004
6494	4350.	700.	0.	3.2151e-004
6495	4200.	650.	0.	2.7301e-004
6496	4150.	700.	0.	2.7283e-004
6497	4150.	3300.	0.	3.134e-004
6498	4200.	3350.	0.	2.8488e-004
6499	4450.	3100.	0.	2.6361e-004
6500	4400.	3150.	0.	2.6664e-004
6501	4400.	3050.	0.	2.8334e-004
6502	4450.	2900.	0.	2.9369e-004
6503	4400.	2850.	0.	3.098e-004
6504	4400.	2950.	0.	2.9763e-004
6505	4450.	2700.	0.	3.1624e-004
6506	4400.	2750.	0.	3.2013e-004
6507	4400.	2650.	0.	3.2884e-004
6508	4450.	2500.	0.	3.3288e-004
6509	4400.	2450.	0.	3.4228e-004
6510	4400.	2550.	0.	3.3616e-004
6511	4400.	2250.	0.	3.5164e-004
6512	4450.	2300.	0.	3.4504e-004
6513	4400.	2350.	0.	3.4739e-004
6514	4400.	2150.	0.	3.5519e-004
6515	4450.	2200.	0.	3.4983e-004
6516	4400.	2050.	0.	3.5817e-004
6517	4450.	2100.	0.	3.5395e-004
6518	4400.	1950.	0.	3.607e-004
6519	4450.	2000.	0.	3.5756e-004
6520	4450.	1900.	0.	3.6075e-004
6521	4400.	1850.	0.	3.6288e-004
6522	4400.	1650.	0.	3.6652e-004
6523	4450.	1700.	0.	3.6636e-004
6524	4400.	1750.	0.	3.6481e-004
6525	4400.	1550.	0.	3.6802e-004
6526	4450.	1600.	0.	3.6891e-004
6527	4450.	1500.	0.	3.7132e-004
6528	4400.	1450.	0.	3.6927e-004
6529	4400.	1250.	0.	3.7045e-004
6530	4450.	1300.	0.	3.755e-004
6531	4400.	1350.	0.	3.7016e-004
6532	4400.	1150.	0.	3.6979e-004
6533	4450.	1200.	0.	3.769e-004
6534	4350.	1200.	0.	3.6273e-004
6535	4450.	1100.	0.	3.7737e-004
6536	4400.	1050.	0.	3.6765e-004
6537	4400.	3350.	0.	2.2483e-004
6538	4450.	3300.	0.	2.2418e-004
6539	4400.	3250.	0.	2.4724e-004
6540	4250.	600.	0.	2.7448e-004
6541	4350.	600.	0.	3.0018e-004
6542	4300.	550.	0.	2.73e-004
6543	4400.	750.	0.	3.4364e-004
6544	4450.	800.	0.	3.6574e-004
6545	4400.	850.	0.	3.5571e-004
6546	4400.	650.	0.	3.2567e-004
6547	4450.	700.	0.	3.5344e-004
6548	4150.	600.	0.	2.5619e-004
6549	4200.	550.	0.	2.5435e-004
6550	4050.	800.	0.	2.6921e-004
6551	4100.	750.	0.	2.7064e-004
6552	4100.	850.	0.	2.8466e-004
6553	4050.	1000.	0.	2.9301e-004
6554	4100.	1050.	0.	3.0753e-004
6555	4100.	950.	0.	2.9704e-004
6556	4100.	1250.	0.	3.2355e-004
6557	4050.	1200.	0.	3.1108e-004
6558	4100.	1150.	0.	3.1627e-004
6559	4100.	1350.	0.	3.2966e-004
6560	4050.	1300.	0.	3.1825e-004
6561	4050.	1400.	0.	3.245e-004
6562	4100.	1450.	0.	3.349e-004
6563	4050.	1600.	0.	3.3517e-004
6564	4100.	1550.	0.	3.3951e-004
6565	4100.	1650.	0.	3.4367e-004
6566	4100.	1850.	0.	3.5115e-004
6567	4050.	1800.	0.	3.4449e-004
6568	4100.	1750.	0.	3.4752e-004
6569	4100.	1950.	0.	3.546e-004
6570	4050.	1900.	0.	3.489e-004
6571	4050.	2000.	0.	3.5319e-004
6572	4100.	2050.	0.	3.5788e-004
6573	4100.	2250.	0.	3.6377e-004
6574	4050.	2200.	0.	3.614e-004
6575	4100.	2150.	0.	3.6095e-004
6576	4100.	2350.	0.	3.6626e-004
